time,net.AccessPoint.application.delay:vector
9.891741778979,0.199233
9.948722738375,0.256214
9.988713470167,0.296205
10.031737743015,0.339229
10.076743518909,0.384235
10.164737804637,0.472229
10.246714304193,0.554205
10.288743157215,0.596234
10.336729726169,0.644221
10.420719154725,0.72821
10.511736309797,0.819227
10.551731588839,0.859223
10.610725509167,0.918217
10.652743157215,0.960234
10.695737948553,1.00323
10.739718801991,1.04721
10.781737764211,1.08923
10.822718740095,1.13021
10.878741464599,1.18623
10.945725256265,1.25322
10.997744797981,1.30524
11.047740049017,1.35523
11.093718176439,1.40121
11.180736309797,1.48823
11.229728199479,1.53722
11.280731060787,1.58822
11.327728199479,1.63522
11.368727932651,1.67622
11.470740565983,1.77823
11.577734842477,1.88523
11.632744681611,1.94024
30.002737948553,0.310229
30.048725256265,0.356216
30.096743639171,0.404235
30.137736309797,0.445227
30.218731588839,0.526223
30.260743157215,0.568234
30.318734842477,0.626226
30.369725455539,0.677217
30.409737743015,0.717229
30.450722738375,0.758214
30.501734842477,0.809226
30.551731588839,0.859223
30.592731060787,0.900222
30.632744797981,0.940236
30.674729726169,0.982221
30.727713470167,1.0352
30.819741464599,1.12723
30.861743157215,1.16923
30.957740565983,1.26523
31.006743518909,1.31423
31.084720554395,1.39221
31.126737764211,1.43423
31.167723036345,1.47521
31.221740049017,1.52923
31.273728199479,1.58122
31.318741778979,1.62623
31.360746445571,1.66824
31.468718801991,1.77621
31.509725509167,1.81722
31.564718176439,1.87221
31.775736309797,2.08323
31.899744681611,2.20724
49.812723036345,0.120214
49.863744681611,0.171236
49.903743518909,0.211235
49.951743157215,0.259234
50.032737948553,0.340229
50.091744797981,0.399236
50.181731588839,0.489223
50.222725256265,0.530216
50.265725509167,0.573217
50.349718176439,0.657209
50.391737764211,0.699229
50.432727932651,0.740219
50.472740049017,0.780231
50.512731060787,0.820222
50.554718740095,0.86221
50.595731588839,0.903223
50.644746445571,0.952238
50.687729726169,0.995221
50.733734842477,1.04123
50.778719154725,1.08621
50.825728199479,1.13322
50.942743639171,1.25023
51.060736309797,1.36823
51.122743157215,1.43023
51.183720554395,1.49121
51.227740565983,1.53523
51.326713470167,1.6342
51.380728199479,1.68822
51.472736309797,1.78023
69.966741464599,0.274233
70.006729726169,0.314221
70.098720146839,0.406211
70.225736309797,0.533227
70.267728199479,0.575219
70.309718740095,0.61721
70.350734842477,0.658226
70.397743157215,0.705234
70.437744681611,0.745236
70.479740565983,0.787232
70.551737743015,0.859229
70.592743639171,0.900235
70.643720554395,0.951212
70.691722738375,0.999214
70.731719154725,1.03921
70.775743157215,1.08323
70.815741778979,1.12323
70.862737804637,1.17023
70.913740049017,1.22123
70.962718176439,1.27021
71.004737948553,1.31223
71.050725256265,1.35822
71.102737764211,1.41023
71.145713470167,1.4532
71.186746445571,1.49424
71.237731060787,1.54522
71.297736309797,1.60523
71.339731588839,1.64722
71.381723036345,1.68921
71.454734842477,1.76223
71.511743518909,1.81923
71.571725455539,1.87922
71.793727932651,2.10122
89.828737948553,0.136229
89.920744797981,0.228236
89.961718176439,0.269209
90.003734842477,0.311226
90.045746445571,0.353238
90.087725256265,0.395216
90.131719154725,0.43921
90.185740049017,0.493231
90.284723036345,0.592214
90.325728199479,0.633219
90.408744681611,0.716236
90.459718740095,0.76721
90.500743157215,0.808234
90.549720146839,0.857211
90.601737743015,0.909229
90.641718801991,0.94921
90.691741778979,0.999233
90.735743518909,1.04323
90.800722738375,1.10821
90.840725509167,1.14822
90.893731060787,1.20122
90.937743157215,1.24523
90.979737764211,1.28723
91.048736309797,1.35623
91.097737804637,1.40523
91.151725455539,1.45922
91.198743639171,1.50623
91.245720554395,1.55321
91.299741464599,1.60723
91.373727932651,1.68122
91.435731588839,1.74322
91.537736309797,1.84523
109.968744681611,0.276236
110.013743639171,0.321235
110.054731588839,0.362223
110.095737948553,0.403229
110.137736309797,0.445227
110.177722738375,0.485214
110.218728199479,0.526219
110.310729726169,0.618221
110.400743518909,0.708235
110.458746445571,0.766238
110.499731588839,0.807223
110.541740565983,0.849232
110.582713470167,0.890205
110.624741464599,0.932233
110.672714304193,0.980205
110.770718176439,1.07821
110.810720554395,1.11821
110.910719154725,1.21821
110.952743157215,1.26023
111.006731060787,1.31422
111.052725455539,1.36022
111.098734842477,1.40623
111.153737764211,1.46123
111.205720146839,1.51321
111.259741778979,1.56723
111.309744797981,1.61724
111.351718740095,1.65921
111.463736309797,1.77123
111.534727932651,1.84222
111.605718801991,1.91321
111.718725256265,2.02622
129.887744681611,0.195236
129.930713470167,0.238205
129.975740565983,0.283232
130.015734842477,0.323226
130.056737764211,0.364229
130.104741464599,0.412233
130.145743639171,0.453235
130.191720554395,0.499212
130.240728199479,0.548219
130.325746445571,0.633238
130.369731588839,0.677223
130.455740049017,0.763231
130.538731588839,0.846223
130.592743157215,0.900234
130.636718740095,0.94421
130.676737948553,0.984229
130.733744797981,1.04124
130.782743157215,1.09023
130.824737804637,1.13223
130.864737743015,1.17223
130.911722738375,1.21921
130.956719154725,1.26421
131.000718176439,1.30821
131.060731060787,1.36822
131.113720146839,1.42121
131.189736309797,1.49723
131.231734842477,1.53923
131.330725455539,1.63822
131.377725256265,1.68522
131.451743518909,1.75923
131.656727932651,1.96422
131.701741778979,2.00923
131.846736309797,2.15423
149.955744797981,0.263236
150.002723036345,0.310214
150.043743157215,0.351234
150.087731588839,0.395223
150.131714304193,0.439205
150.171743518909,0.479235
150.217743157215,0.525234
150.260727932651,0.568219
150.300718740095,0.60821
150.349734842477,0.657226
150.430737764211,0.738229
150.481728199479,0.789219
150.521731060787,0.829222
150.561720146839,0.869211
150.605718801991,0.91321
150.650740049017,0.958231
150.697741778979,1.00523
150.737731588839,1.04522
150.777725509167,1.08522
150.828737948553,1.13623
150.889725455539,1.19722
150.940722738375,1.24821
150.982720554395,1.29021
151.022718176439,1.33021
151.072719154725,1.38021
151.112736309797,1.42023
151.198737743015,1.50623
151.245741464599,1.55323
151.286746445571,1.59424
151.330740565983,1.63823
151.374729726169,1.68222
151.422725256265,1.73022
151.513737804637,1.82123
151.637743639171,1.94523
151.719736309797,2.02723
169.986737948553,0.294229
170.033734842477,0.341226
170.083729726169,0.391221
170.126740565983,0.434232
170.167741464599,0.475233
170.249714304193,0.557205
170.295743518909,0.603235
170.343743157215,0.651234
170.383744681611,0.691236
170.435722738375,0.743214
170.475743639171,0.783235
170.566741778979,0.874233
170.678718176439,0.986209
170.720737804637,1.02823
170.760727932651,1.06822
170.800740049017,1.10823
170.859713470167,1.1672
170.902731588839,1.21022
170.946720146839,1.25421
170.987718801991,1.29521
171.037734842477,1.34523
171.077725455539,1.38522
171.119725509167,1.42722
171.169728199479,1.47722
171.218718740095,1.52621
171.258746445571,1.56624
171.301731588839,1.60922
171.364725256265,1.67222
171.457743157215,1.76523
171.501731060787,1.80922
171.546736309797,1.85423
171.624737764211,1.93223
171.756719154725,2.06421
190.001740049017,0.309231
190.042731588839,0.350223
190.083725509167,0.391217
190.123728199479,0.431219
190.168720554395,0.476212
190.214744681611,0.522236
190.388725455539,0.696217
190.478734842477,0.786226
190.529741464599,0.837233
190.569720146839,0.877211
190.618718176439,0.926209
190.658737743015,0.966229
190.699734842477,1.00723
190.746727932651,1.05422
190.798718740095,1.10621
190.844737764211,1.15223
190.887736309797,1.19523
190.940713470167,1.2482
190.987741778979,1.29523
191.030743639171,1.33823
191.080731588839,1.38822
191.122744797981,1.43024
191.162728199479,1.47022
191.215714304193,1.52321
191.289723036345,1.59721
191.382736309797,1.69023
191.435722738375,1.74321
191.481729726169,1.78922
191.642740565983,1.95023
191.698718801991,2.00621
210.008725455539,0.316217
210.048722738375,0.356214
210.103727932651,0.411219
210.143737948553,0.451229
210.186729726169,0.494221
210.226743157215,0.534234
210.273720554395,0.581212
210.313731060787,0.621222
210.357737804637,0.665229
210.403731588839,0.711223
210.448720146839,0.756211
210.490743518909,0.798235
210.530734842477,0.838226
210.571718801991,0.87921
210.612728199479,0.920219
210.653719154725,0.96121
210.706743157215,1.01423
210.751737743015,1.05923
210.799746445571,1.10724
210.841718740095,1.14921
210.889736309797,1.19723
210.929725256265,1.23722
210.974714304193,1.28221
211.020723036345,1.32821
211.081740565983,1.38923
211.123743639171,1.43123
211.174731588839,1.48222
211.219718176439,1.52721
211.282734842477,1.59023
211.352740049017,1.66023
211.404744681611,1.71224
211.456744797981,1.76424
211.509713470167,1.8172
211.555741464599,1.86323
211.603741778979,1.91123
211.667736309797,1.97523
211.717728199479,2.02522
211.777725509167,2.08522
212.045737764211,2.35323
229.818728199479,0.126219
229.913744681611,0.221236
230.001728199479,0.309219
230.042720146839,0.350211
230.087731588839,0.395223
230.127737743015,0.435229
230.178722738375,0.486214
230.222743157215,0.530234
230.264740565983,0.572232
230.313743518909,0.621235
230.361744797981,0.669236
230.444734842477,0.752226
230.493713470167,0.801205
230.533727932651,0.841219
230.580743157215,0.888234
230.638723036345,0.946214
230.680737948553,0.988229
230.720714304193,1.02821
230.826741778979,1.13423
230.871718740095,1.17921
230.915736309797,1.22323
230.960725455539,1.26822
231.029731060787,1.33722
231.110743639171,1.41823
231.165729726169,1.47322
231.220746445571,1.52824
231.272737804637,1.58023
231.321718801991,1.62921
231.401731588839,1.70922
231.454719154725,1.76221
231.526725509167,1.83422
250.038725256265,0.346216
250.088731588839,0.396223
250.130720146839,0.438211
250.182743157215,0.490234
250.225729726169,0.533221
250.270731060787,0.578222
250.310731588839,0.618223
250.356734842477,0.664226
250.398741778979,0.706233
250.440736309797,0.748227
250.538714304193,0.846205
250.578737804637,0.886229
250.632741464599,0.940233
250.676723036345,0.984214
250.720743639171,1.02823
250.762746445571,1.07024
250.816720554395,1.12421
250.859725509167,1.16722
250.900728199479,1.20822
250.940718801991,1.24821
250.991743157215,1.29923
251.031744797981,1.33924
251.081744681611,1.38924
251.127727932651,1.43522
251.171719154725,1.47921
251.219740565983,1.52723
251.279718740095,1.58721
251.340725455539,1.64822
251.386737743015,1.69423
251.428718176439,1.73621
251.468737764211,1.77623
251.518728199479,1.82622
251.558734842477,1.86623
251.616740049017,1.92423
251.681713470167,1.9892
251.802736309797,2.11023
251.919743518909,2.22723
269.981737743015,0.289229
270.021743157215,0.329234
270.072731588839,0.380223
270.155719154725,0.46321
270.195720146839,0.503211
270.235718801991,0.54321
270.277743639171,0.585235
270.318725509167,0.626217
270.364731060787,0.672222
270.404734842477,0.712226
270.444737804637,0.752229
270.485744797981,0.793236
270.536731588839,0.844223
270.582740049017,0.890231
270.630743157215,0.938234
270.670737948553,0.978229
270.771741778979,1.07923
270.812725256265,1.12022
270.857722738375,1.16521
270.902744681611,1.21024
270.944720554395,1.25221
270.984723036345,1.29221
271.027725455539,1.33522
271.074743518909,1.38223
271.117741464599,1.42523
271.158713470167,1.4662
271.204729726169,1.51222
271.246736309797,1.55423
271.301714304193,1.60921
271.345746445571,1.65324
271.398718740095,1.70621
271.438728199479,1.74622
271.494740565983,1.80223
271.538718176439,1.84621
271.588728199479,1.89622
289.966746445571,0.274238
290.009718801991,0.31721
290.049741778979,0.357233
290.093731060787,0.401222
290.177729726169,0.485221
290.217728199479,0.525219
290.267719154725,0.57521
290.307744797981,0.615236
290.347720554395,0.655212
290.387731588839,0.695223
290.460740565983,0.768232
290.508737804637,0.816229
290.556734842477,0.864226
290.605731588839,0.913223
290.652725256265,0.960216
290.715737948553,1.02323
290.758720146839,1.06621
290.805728199479,1.11322
290.895722738375,1.20321
290.948741464599,1.25623
290.989725509167,1.29722
291.035737743015,1.34323
291.128737764211,1.43623
291.176713470167,1.4842
291.227736309797,1.53523
291.279734842477,1.58723
291.343743157215,1.65123
291.462727932651,1.77022
291.507723036345,1.81521
291.550740049017,1.85823
291.601718740095,1.90921
291.745743518909,2.05323
291.874744681611,2.18224
310.005718176439,0.313209
310.045728199479,0.353219
310.099740049017,0.407231
310.143737948553,0.451229
310.184744681611,0.492236
310.225727932651,0.533219
310.266737743015,0.574229
310.311741464599,0.619233
310.354736309797,0.662227
310.394718740095,0.70221
310.434725509167,0.742217
310.477734842477,0.785226
310.517740565983,0.825232
310.606719154725,0.91421
310.654741778979,0.962233
310.709713470167,1.0172
310.795723036345,1.10321
310.855725455539,1.16322
310.897743157215,1.20523
310.947722738375,1.25521
311.038720554395,1.34621
311.082731588839,1.39022
311.125737804637,1.43323
311.176731588839,1.48422
311.314731060787,1.62222
311.355743518909,1.66323
311.417720146839,1.72521
311.468743157215,1.77623
311.552734842477,1.86023
311.620743639171,1.92823
311.783736309797,2.09123
329.790718801991,0.0982099
329.832728199479,0.140219
329.875731588839,0.183223
329.930722738375,0.238214
330.010740565983,0.318232
330.051734842477,0.359226
330.091713470167,0.399205
330.131746445571,0.439238
330.171727932651,0.479219
330.213725509167,0.521217
330.253743639171,0.561235
330.293731588839,0.601223
330.336736309797,0.644227
330.383736309797,0.691227
330.428737948553,0.736229
330.470743518909,0.778235
330.512737743015,0.820229
330.566731060787,0.874222
330.609728199479,0.917219
