time,net.AccessPoint.application.delay:vector
10.581845042302,0.191219
10.629847315754,0.239221
10.717857142794,0.327231
10.76285220011,0.372226
10.831857278354,0.441231
10.941849970662,0.551224
10.997857097474,0.607231
30.680857278354,0.290231
30.720847315754,0.330221
30.83385220011,0.443226
30.886845042302,0.496219
30.944849970662,0.554224
30.998857097474,0.608231
31.115857142794,0.725231
50.601845042302,0.211219
50.648857278354,0.258231
50.69385220011,0.303226
50.786847315754,0.396221
50.875857097474,0.485231
50.936857142794,0.546231
51.123849970662,0.733224
70.624857142794,0.234231
70.691857097474,0.301231
70.739847315754,0.349221
70.779845042302,0.389219
70.833857278354,0.443231
71.000849970662,0.610224
71.04985220011,0.659226
90.551857278354,0.161231
90.633849970662,0.243224
90.709857142794,0.319231
90.74985220011,0.359226
90.811857097474,0.421231
90.974847315754,0.584221
91.205845042302,0.815219
110.52585220011,0.135226
110.628857278354,0.238231
110.673847315754,0.283221
110.725845042302,0.335219
110.886857097474,0.496231
110.927849970662,0.537224
111.085857142794,0.695231
130.73085220011,0.340226
130.780847315754,0.390221
130.833857097474,0.443231
130.898857278354,0.508231
130.957849970662,0.567224
131.016845042302,0.626219
131.252857142794,0.862231
150.527857278354,0.137231
150.670857142794,0.280231
150.726849970662,0.336224
150.844847315754,0.454221
150.94185220011,0.551226
151.058845042302,0.668219
151.143857097474,0.753231
170.728857142794,0.338231
170.805845042302,0.415219
170.872849970662,0.482224
170.913857278354,0.523231
171.04085220011,0.650226
171.099857097474,0.709231
171.306847315754,0.916221
190.595857097474,0.205231
190.652845042302,0.262219
190.69485220011,0.304226
190.777847315754,0.387221
190.898857278354,0.508231
191.020849970662,0.630224
191.120857142794,0.730231
210.765847315754,0.375221
210.827857278354,0.437231
210.887857097474,0.497231
210.934845042302,0.544219
210.98685220011,0.596226
211.091857142794,0.701231
211.332849970662,0.942224
230.643847315754,0.253221
230.696857142794,0.306231
230.744857097474,0.354231
230.83585220011,0.445226
230.922849970662,0.532224
250.64085220011,0.250226
250.683847315754,0.293221
250.731849970662,0.341224
250.856857142794,0.466231
250.900857278354,0.510231
250.951857097474,0.561231
251.131845042302,0.741219
270.488849970662,0.0982235
270.544847315754,0.154221
270.61185220011,0.221226
270.709857278354,0.319231
270.815845042302,0.425219
270.871857097474,0.481231
270.990857142794,0.600231
290.694845042302,0.304219
290.759847315754,0.369221
290.87985220011,0.489226
290.939857097474,0.549231
291.168849970662,0.778224
310.765849970662,0.375224
310.864857278354,0.474231
310.907847315754,0.517221
310.96085220011,0.570226
311.008845042302,0.618219
311.092857097474,0.702231
311.135857142794,0.745231
330.697857097474,0.307231
330.838857142794,0.448231
330.914847315754,0.524221
330.980857278354,0.590231
331.05785220011,0.667226
350.574857097474,0.184231
350.624849970662,0.234224
350.72785220011,0.337226
350.772847315754,0.382221
350.830857142794,0.440231
350.934845042302,0.544219
351.014857278354,0.624231
370.762845042302,0.372219
370.81685220011,0.426226
370.886847315754,0.496221
370.928849970662,0.538224
371.111857278354,0.721231
371.162857097474,0.772231
