net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector
;;;;;;;;;0.668227;0.495229;0.947205;1.02422;0.191221;0.991207;0.517229;0.597228;0.603223;1.30822;1.65223;0.696225;0.397209;0.730221;0.997224;1.76322;0.321223;0.672225;2.05922;1.03224;1.45623;1.62622;2.06322;2.17222;1.36521;1.06623;2.27222;2.80024;1.87024;0.212209;3.02621
;;;;;;;;;0.718227;0.620219;1.06822;1.06623;0.234222;1.03322;0.590222;0.649209;0.643229;1.38021;1.71521;0.737207;0.437203;0.774224;1.03823;1.80422;0.361214;0.714231;2.11522;1.11323;1.49722;1.71621;2.10423;2.21223;1.40924;1.10621;2.31622;2.85022;1.93122;0.304211;3.10922
;;;;;;;;;0.793221;0.663209;1.11922;1.10823;0.326222;1.09921;0.631231;0.770224;0.734237;1.49123;1.76924;0.77923;0.477219;0.821216;1.07921;1.85923;0.401221;0.759229;2.16221;1.15822;1.54723;1.75622;2.14422;2.25322;1.53722;1.15023;2.35923;2.89722;1.97721;0.386211;3.23021
;;;;;;;;;0.839224;0.752218;1.17522;1.15423;0.376221;1.14822;0.675212;0.816223;0.775214;1.53222;1.85024;0.824209;0.517219;0.862211;1.12123;1.93021;0.442229;0.80321;2.20623;1.21222;1.59422;1.79922;2.19921;2.30322;1.58823;1.19123;2.42322;2.93721;2.06221;0.467231;3.27223
;;;;;;;;;0.893219;0.808229;1.23722;1.21122;0.419222;1.21223;0.716223;0.85623;0.828234;1.61322;1.90623;0.869235;0.558215;0.902229;1.16123;2.03022;0.488211;0.843234;2.25022;1.25622;1.63923;1.84422;2.24622;2.35121;1.63122;1.27323;2.52123;3.08323;2.10323;0.507221;3.47823
;;;;;;;;;0.970217;0.860216;0.271236;1.25721;0.467229;1.25222;0.762223;0.914231;0.875227;1.65921;1.96323;0.916229;0.609229;0.95321;1.20621;2.07023;0.531231;0.886219;2.30922;1.29823;1.67924;1.88421;2.30022;2.41323;1.72721;1.31622;2.67821;3.23222;2.1492;0.548229;3.65423
;;;;;;;;;1.05722;0.968229;0.436224;1.36121;0.511224;1.31122;0.803223;0.968232;0.917229;1.79022;0.333234;0.956222;0.654225;1.00322;1.24623;2.16321;0.571229;0.931204;2.42022;1.34322;1.80922;1.92621;2.34423;2.45821;1.77322;1.36522;2.73621;0.263216;2.18922;0.590216;0.279217
;;;;;;;;;0.157217;1.02722;0.486217;1.41823;0.562216;1.46223;0.861214;1.01821;0.959221;1.83223;0.380223;0.996229;0.696238;1.04821;1.38322;2.20622;0.613226;0.973217;2.52221;1.39222;1.86222;1.96721;2.39923;2.52523;1.81322;1.40622;2.78422;0.303205;2.23021;0.631222;0.319217
;;;;;;;;;0.198219;1.06721;0.566216;0.133229;0.602209;1.58622;0.902224;1.06822;1.00222;1.91723;0.427229;1.03923;0.739221;1.09523;1.42823;2.25623;0.654223;1.01923;2.59123;1.43523;1.90422;2.01122;2.47822;2.56522;1.91223;1.46022;2.89523;0.345211;2.27022;0.671209;0.361223
;;;;;;;;;0.250227;1.23723;0.631225;0.175219;0.644214;1.63423;0.969224;1.13021;1.04823;0.297234;0.520236;1.07924;0.779223;1.18222;1.51223;2.30421;0.735225;1.06522;0.326213;1.47821;1.95622;2.06323;2.53123;2.61224;1.95522;1.50421;0.0922142;0.385217;2.34123;0.716222;0.443239
;;;;;;;;;0.310227;1.29923;0.67122;0.231221;0.688229;0.214221;1.01224;1.18122;1.09622;0.346234;0.61621;1.11921;0.832218;1.22224;1.60622;2.46522;0.775223;1.10521;0.371216;1.51821;2.01121;2.11223;2.60622;2.66622;2.00323;1.54423;0.132224;0.428221;2.38123;0.756213;0.484221
;;;;;;;;;0.350221;0.0872163;0.715222;0.283205;0.734224;0.263211;1.05922;1.22521;1.13921;0.397228;0.656221;1.15924;0.874234;1.26322;1.71122;0.246231;0.815229;1.14622;0.478236;1.55822;2.07523;2.17423;2.70823;2.71022;2.04822;1.58421;0.175221;0.515218;2.42421;0.800224;0.565222
;;;;;;;;;0.390205;0.132229;0.764224;0.332222;0.777216;0.303212;1.11224;1.26723;1.24022;0.439207;0.701217;1.20623;0.917229;1.30522;1.76621;0.288229;0.861216;1.18923;0.519226;1.61922;2.12623;2.21423;2.75623;2.81323;2.10222;1.62723;0.215221;0.599213;2.46622;0.840221;0.605221
;;;;;;;;;0.468227;0.174209;0.804216;0.416207;0.845218;0.343226;1.1542;1.31923;1.28322;0.487227;0.741234;1.24923;1.05021;1.35722;1.84422;0.329229;0.901226;1.22922;0.564233;1.66122;2.16821;2.25923;2.81123;2.85623;2.14323;1.71222;0.256214;0.639218;2.52323;0.880233;0.648229
;;;;;;;;;0.531213;0.215207;0.845227;0.457203;0.910211;0.383207;1.1982;1.37023;1.33823;0.527209;0.782205;1.28923;1.10021;1.40022;1.95623;0.459231;0.965216;1.27323;0.606218;1.71222;2.27123;2.30122;2.93723;2.93622;2.18624;1.75222;0.379219;0.762204;2.63023;0.921236;0.728237
;;;;;;;;;0.571221;0.260219;0.888226;0.514228;0.969211;0.428229;1.23923;1.41623;1.38221;0.569232;0.822211;1.33423;1.14921;1.45523;2.02522;0.507217;1.00623;1.3592;0.646221;1.80623;2.34223;2.34822;3.02222;3.07322;2.22722;1.80921;0.428211;0.806223;2.75222;0.969214;0.768234
;;;;;;;;;0.666226;0.302223;0.965223;0.60123;1.01322;0.468221;1.28822;1.45924;1.46423;0.609229;0.876229;1.37821;1.18923;1.49821;2.15221;0.550226;1.06321;1.40223;0.686215;1.86622;2.46423;2.39322;3.07923;0.246215;2.26722;1.85322;0.470234;0.846211;2.81222;1.00923;0.852216
;;;;;;;;;0.740234;0.365223;1.03223;0.643232;1.05422;0.512223;1.34923;1.51821;1.50923;0.65722;0.91621;1.42223;1.23523;1.59723;2.28123;0.597219;1.10823;1.44622;0.729229;1.96521;2.57323;2.44323;0.130227;0.287217;2.31523;1.91322;0.51221;0.886231;2.85921;1.04923;0.895229
;;;;;;;;;0.787218;0.407218;1.13623;0.693233;1.10321;0.560229;1.41922;1.58723;1.55124;0.739219;1.00523;1.46422;1.28922;1.63923;0.158216;0.640239;1.15122;1.48922;0.77221;2.01221;2.62223;2.49922;0.173229;0.328216;2.37823;1.95421;0.553205;0.926234;2.93323;1.08922;0.935217
;;;;;;;;;0.868233;0.494214;1.18022;0.749219;1.15323;0.602219;1.46123;1.63123;1.59523;0.779221;1.05022;1.51323;1.34622;1.71922;0.208225;0.685222;1.23321;1.53622;0.814219;2.08123;0.305229;2.54821;0.216229;0.368234;2.42522;1.99424;0.635218;0.966224;2.9902;1.16922;0.981235
;;;;;;;;;0.916221;0.535229;1.24021;0.791218;1.21723;0.642221;1.50121;1.79323;1.65622;0.866233;1.09021;1.56322;1.39322;1.76422;0.298223;0.730229;1.27422;1.57821;0.854222;2.12921;0.353227;2.63522;0.259217;0.409224;2.50021;2.07522;0.67523;1.00721;3.03922;1.21022;1.02122
;;;;;;;;;0.967224;0.575219;1.33823;0.902212;1.27121;0.68321;1.54423;2.02822;1.69722;0.906222;1.13721;1.62321;1.43322;1.81624;0.343231;0.811221;1.33021;1.61822;0.898205;2.16923;0.395219;2.69123;0.302222;0.449225;2.55122;2.11722;0.716231;1.05022;0.102229;1.29321;1.15324
;;;;;;;;;1.01222;0.626229;0.196235;0.94521;1.41223;0.769227;1.61723;0.123227;1.74823;0.948232;1.17821;1.68022;1.51422;1.87822;0.388224;0.906229;1.37422;1.66221;0.987229;2.21122;0.435226;0.337229;0.343231;0.489228;2.59923;2.15823;0.796221;1.09022;0.144221;1.33321;1.1942
;;;;;;;;;1.18622;0.675229;0.236236;1.02322;0.342216;0.809238;1.66022;0.164222;1.84723;0.989217;1.21822;1.73521;1.55523;1.94621;0.479214;0.951219;1.42423;1.70322;1.06822;2.25123;0.475225;0.379229;0.384221;0.531207;2.65923;2.22022;0.838231;1.18522;0.228224;1.41523;1.28121
;;;;;;;;;0.314224;0.733231;0.287227;1.11522;0.382218;0.898233;1.90422;0.217228;1.93222;1.04022;1.27621;1.79422;1.59523;0.177233;0.524234;0.992229;1.50721;1.74621;1.11021;2.30322;0.563229;0.419212;0.425206;0.616226;2.73722;2.26223;0.881226;1.22523;0.268234;1.45623;1.32624
;;;;;;;;;0.366218;0.801224;0.331217;1.15522;0.424209;0.943234;2.17822;0.259224;0.282219;1.08522;1.32723;1.86724;1.64322;0.260219;0.564232;1.08722;1.55123;1.80622;1.15022;2.35923;0.646226;0.461224;0.466217;0.778229;2.83921;2.30222;0.921214;1.26523;0.311211;1.49923;1.37022
;;;;;;;;;0.416213;0.901233;0.375223;1.28622;0.467227;0.983229;0.128225;0.308216;0.336227;1.12922;1.38522;1.94022;1.71823;0.301219;0.606209;1.17124;1.59223;1.84723;1.19723;2.41923;0.689229;0.501223;0.508221;0.818217;2.88121;2.37622;0.961211;1.30822;0.433217;1.54621;1.41022
;;;;;;;;;0.460227;0.994205;0.41622;1.32823;0.511227;1.03324;0.169219;0.353209;0.377212;1.17121;1.43623;1.98521;1.76923;0.385216;0.648223;1.22022;1.64123;1.91423;1.24522;2.46423;0.732212;0.58921;0.554227;0.862227;3.04821;2.43623;1.00223;1.35023;0.51421;1.58623;1.45223
;;;;;;;;;0.507221;1.08521;0.462226;1.59023;0.551211;1.10223;0.211223;0.396239;0.420219;1.22722;1.47722;2.02523;1.83822;0.428221;0.697229;1.30323;1.68522;1.97922;1.28623;2.55822;0.773225;0.633223;0.674231;0.946239;0.386236;2.47623;1.08324;1.39622;0.55621;1.63123;1.54223
;;;;;;;;;0.552227;1.18123;0.566231;0.346232;0.596229;1.15422;0.252229;0.442219;0.460207;1.26823;1.54122;2.10623;1.95323;0.476216;0.740231;1.36323;1.72923;2.03123;1.32722;0.221236;0.814223;0.719222;0.715216;0.990221;0.510227;2.52221;1.12722;1.43922;0.640233;1.67822;1.58521
;;;;;;;;;0.627227;0.191205;0.611222;0.391221;0.641224;1.19823;0.300223;0.482223;0.501233;1.31722;1.58922;0.241229;2.01322;0.524226;0.782211;1.40422;1.77223;2.07222;1.36823;0.262225;0.856224;0.760226;0.756223;1.03922;0.551223;2.61321;1.16822;1.47923;0.682223;1.71821;1.67122
;;;;;;;;;0.685219;0.231233;0.667227;0.434222;0.684232;1.24521;0.341205;0.531231;0.541216;1.35923;1.63423;0.281223;2.16822;0.571234;0.824222;1.44722;1.82323;2.11524;1.41722;0.345231;0.941221;0.800231;0.837223;1.16523;0.593239;2.66221;1.21123;1.51922;0.728229;1.76423;1.71322
;;;;;;;;;0.738205;0.280223;0.717222;0.483229;0.731221;1.35023;0.394231;0.573231;0.588214;1.40423;1.68423;0.322216;0.132223;0.612223;0.864223;1.49421;1.91223;2.16222;1.45721;0.426225;0.98123;0.840225;0.885233;1.21624;0.634227;2.71722;1.25522;1.66423;0.809216;1.80923;1.75324
;;;;;;;;;0.788234;0.329229;0.769234;0.523211;0.828229;1.44722;0.435229;0.618209;0.629221;1.4502;1.74223;0.362211;0.174223;0.656218;0.948211;1.54621;1.95423;2.22523;1.58522;0.467224;1.02122;0.880229;0.927219;1.25623;0.714217;2.78122;1.30023;1.70422;0.901231;1.87222;1.79423
;;;;;;;;;0.862233;0.416219;0.813228;0.565232;0.876222;1.53922;0.477237;0.752231;0.711216;1.49923;1.81121;0.412238;0.215209;0.697232;1.00223;1.60122;2.01021;2.32123;1.62523;0.50823;1.10122;0.920229;0.969217;1.29822;0.754227;2.86223;1.43221;1.74923;0.942225;1.91322;1.89722
;;;;;;;;;0.926223;0.474216;0.863216;0.606218;0.975222;0.329229;0.529223;0.795236;0.753209;1.56623;1.86923;0.45323;0.301225;0.738229;1.04922;1.65521;2.05922;2.36922;1.66923;0.549229;1.18124;0.962231;1.01821;1.34422;0.843221;0.296215;1.47221;1.79123;0.985219;1.96223;1.94023
;;;;;;;;;0.973205;0.519218;0.903224;0.658225;1.02322;0.391231;0.573217;0.835224;0.796205;1.60722;1.91223;0.500216;0.34421;0.780231;1.09422;1.71621;2.16322;0.164209;1.72921;0.634229;1.22123;1.04823;1.06624;1.38421;0.883218;0.337237;1.51622;1.8482;1.02922;2.00822;1.98723
;;;;;;;;;1.09122;0.570223;0.962205;0.713223;1.06321;0.434212;0.620237;0.88023;0.884229;1.65921;1.95923;0.540231;0.385229;0.868222;1.13924;1.79024;2.20321;0.208223;1.77022;0.755212;1.26222;1.08823;1.11222;1.42522;0.923226;0.378224;1.55723;1.88822;1.07121;2.09622;2.03822
;;;;;;;;;1.13322;0.612209;1.00322;0.778228;1.11121;0.522221;0.667233;0.927238;0.934226;1.77323;2.02124;0.580233;0.425227;0.910224;1.18123;1.85721;2.26721;0.251227;1.81123;0.803229;1.30223;1.12923;1.15623;1.46623;0.964223;0.458219;1.60122;1.97123;1.19222;2.13722;2.08422
;;;;;;;;;1.18422;0.652217;1.07121;0.82023;1.15422;0.562226;0.710224;0.969227;0.974234;2.03722;0.304205;0.624229;0.467227;0.952237;1.23622;1.89722;2.4262;0.293225;1.8652;0.884232;1.34521;1.16921;1.19722;1.50621;1.00524;0.542222;1.64222;2.01922;1.2372;2.18323;2.12623
;;;;;;;;;1.36922;0.694219;1.16722;0.860212;1.20421;0.608231;0.767219;1.03321;1.03123;0.260229;0.346226;0.670231;0.552239;0.992211;1.29722;1.93921;0.180216;0.33723;1.90622;0.926211;1.38521;1.21021;1.23922;1.54923;1.08824;0.585229;1.68222;2.05923;1.27923;2.22422;2.17024
;;;;;;;;;1.41623;0.741229;1.20722;0.905219;1.26522;0.649211;0.807205;1.07723;1.11423;0.314222;0.386229;0.71021;0.592225;1.03522;1.33721;2.03122;0.269204;0.380229;1.95022;0.969235;1.43023;1.25022;1.28422;1.59423;1.13122;0.628232;1.72422;2.10122;1.32222;2.26621;2.21921
;;;;;;;;;1.55622;0.79021;1.30422;0.988231;1.33723;0.689226;0.866211;1.12121;1.15623;0.358223;0.432233;0.756207;0.648218;1.08022;1.38121;2.12323;0.314226;0.423229;2.00022;1.01022;1.47521;1.30022;1.32523;1.63622;1.17724;0.671223;1.77523;2.14222;1.36422;2.30923;2.27122
;;;;;;;;;0.294205;0.832229;0.132227;1.03021;1.42621;0.787223;0.914227;1.17021;1.21924;0.398232;0.473209;0.803215;0.770229;1.12622;1.42521;2.17021;0.354212;0.46521;2.06021;1.0512;1.52121;1.34422;1.36623;1.67722;1.21923;0.752226;1.81923;2.18223;1.40522;2.35521;2.40723
;;;;;;;;;0.383221;0.914233;0.228226;1.07121;1.47223;0.829216;0.984227;1.21823;1.26622;0.44123;0.514219;0.845235;0.826221;1.17422;1.46523;0.263239;0.395229;0.506227;2.10322;1.14123;1.56122;1.39222;1.41122;1.71822;1.25921;0.798238;1.86023;2.24622;1.53623;2.41421;2.45022
;;;;;;;;;0.479218;0.975229;0.268235;1.11722;0.172214;0.869239;1.03322;1.26123;1.32023;0.526207;0.603227;0.886229;0.877234;1.2692;1.50622;0.305222;0.442206;0.588205;2.14724;1.18421;1.61022;1.43321;1.45723;1.76222;1.30222;0.83823;1.90321;2.29022;1.5892;2.47722;2.49222
;;;;;;;;;0.604227;1.37122;0.32022;1.18923;0.215227;0.90921;1.08122;1.30923;1.36624;0.575217;0.648229;0.931214;0.918222;1.34023;1.55223;0.347222;0.488219;0.633223;2.19522;1.27121;1.65822;1.47523;1.49923;1.81121;1.34423;0.919217;1.94422;2.3522;1.63122;2.52223;2.53423
;;;;;;;;;0.699224;0.252233;0.363216;1.31622;0.258217;0.961222;1.12222;1.36623;1.40823;0.617221;0.692219;0.972211;0.967216;1.40322;1.59423;0.391231;0.536207;0.714218;2.23923;1.31221;1.70623;1.51922;1.54923;1.87623;1.38423;0.960229;2.08623;2.39224;1.68122;2.56721;2.58423
;;;;;;;;;0.758213;0.310209;0.405225;1.41221;0.307212;1.01521;1.17422;1.41822;1.46923;0.708233;0.736227;1.01422;1.01222;1.45423;1.64024;0.436231;0.621233;0.759231;2.30721;1.35421;1.75022;1.55923;1.59223;1.92623;1.50923;1.04723;2.12721;2.43723;1.77022;2.62422;2.63222
;;;;;;;;;0.813233;0.360214;0.453206;1.53323;0.358229;1.05722;1.22322;1.49221;1.51421;0.751222;0.777211;1.06923;1.05623;1.49822;1.69323;0.476217;0.667225;0.802218;2.37522;1.39822;1.79522;1.59922;1.6322;1.97121;1.55422;1.08723;2.18522;2.48322;1.81923;2.70122;2.68823
;;;;;;;;;0.871217;0.403229;0.504231;1.6872;0.409229;1.10223;1.26523;1.57921;1.59622;0.846228;0.828229;1.11324;1.09923;1.54122;1.73323;0.516223;0.707229;0.849219;2.41922;1.44521;1.84423;1.64222;1.72423;2.01821;1.59523;1.12723;2.23322;2.53023;1.86622;2.76123;2.72923
;;;;;;;;;0.950221;0.444229;0.54923;1.7592;0.459221;1.14923;1.30523;0.179231;1.66922;0.887209;0.868205;1.19724;1.14523;1.58322;1.80222;0.557217;0.747231;0.897209;2.46822;1.49722;1.90321;1.69521;1.76522;2.06623;1.63522;1.16821;2.27722;2.58022;1.91622;2.81423;2.78021
;;;;;;;;;1.00522;0.489216;0.598217;0.127222;0.503222;1.19623;1.35521;0.224209;1.71222;0.929207;0.91021;1.23721;1.19422;1.62321;1.87321;0.598216;0.79023;0.941224;2.52122;1.53722;1.94323;1.73823;1.85223;2.13222;1.67522;1.20823;2.31924;2.63524;1.95723;2.90321;2.82522
;;;;;;;;;1.05622;0.53621;0.639224;0.199203;0.551227;1.25521;1.45923;0.267228;1.78923;0.971214;0.951232;1.27822;1.29423;1.75523;1.94522;0.641229;0.836216;1.00223;2.70022;1.57723;1.99422;1.78022;1.89623;2.17321;1.72123;1.25421;2.36623;2.77623;2.01622;2.94822;2.87722
;;;;;;;;;1.31522;0.577233;0.681222;0.239233;0.605214;1.29923;1.60021;0.308231;1.86123;1.0272;0.992217;1.34522;1.33922;1.80724;1.98721;0.681234;0.878211;1.04222;0.172237;1.63523;2.03921;1.82921;1.94022;2.21921;1.76923;1.29723;2.40922;2.81822;2.06523;3.00523;2.9222
;;;;;;;;;1.40822;0.624231;0.725222;0.33021;0.649232;1.35822;0.125224;0.348216;1.96024;1.08022;1.03424;1.40223;1.37922;1.87122;2.04123;0.722229;0.965214;1.08421;0.216231;1.68222;2.09121;1.87322;2.04622;2.25924;1.81522;1.34022;2.46323;2.87824;2.10522;3.05423;2.99622
;;;;;;;;;0.192218;0.672217;0.779205;0.370228;0.697209;1.40821;0.174222;0.389231;0.332231;1.12822;1.09221;1.52722;1.42023;1.95322;2.10823;0.762212;1.00623;1.1262;0.259213;1.72623;2.13322;1.92022;2.08622;2.31124;1.91023;1.38121;2.50322;2.92323;2.15721;3.14722;3.06522
;;;;;;;;;0.239221;0.721223;0.820227;0.422221;0.755218;1.50422;0.260231;0.438219;0.381227;1.22123;1.13922;1.57122;1.47122;2.01124;2.19022;0.805209;1.04623;1.16823;0.304229;1.76721;2.18622;1.96222;2.12723;2.35422;1.95223;1.43223;2.56422;3.11823;2.20023;0.175209;3.13221
;;;;;;;;;0.287227;0.763223;0.885216;0.462227;0.802233;1.56023;0.300237;0.484227;0.427227;1.26123;1.18023;1.62023;1.51121;2.13922;2.25722;0.85122;1.09022;1.21022;0.345216;1.83122;2.22623;2.00523;2.18321;2.40223;2.01223;1.48821;2.6212;0.264226;2.26622;0.216229;3.20321
;;;;;;;;;0.339221;0.816207;0.976224;0.508219;0.844229;1.64023;0.345205;0.524238;0.468214;1.31323;1.22822;1.68623;1.56524;0.234227;0.267237;0.893229;1.13522;1.25222;0.385216;1.94021;2.28623;2.06223;2.2232;2.44424;2.05922;1.52922;2.69022;0.30423;2.30622;0.256231;3.29921
;;;;;;;;;0.387205;0.894229;1.02522;0.55823;0.885223;0.182229;0.386229;0.564236;0.512236;1.35923;1.27721;1.76322;1.64823;0.281226;0.307211;0.938226;1.17923;1.29323;0.425216;1.99822;2.34721;2.10322;2.31722;2.50424;2.11621;1.57022;2.79624;0.349227;2.35321;0.308233;0.155222
;;;;;;;;;0.447227;0.946218;1.10222;0.60923;0.941211;0.224216;0.429223;0.699223;0.557232;1.40422;1.32023;1.81921;1.70323;0.321229;0.350212;0.98221;1.22423;1.34224;0.469217;2.03823;2.40123;2.15023;2.36122;2.59423;2.15622;1.65421;2.91721;0.390239;2.45622;0.349231;0.197226
;;;;;;;;;0.487221;0.993205;1.26822;0.668225;0.987222;0.285233;0.478212;0.744227;0.597237;1.44422;1.38921;1.86623;1.80722;0.361216;0.394231;1.02221;1.2662;1.38323;0.511221;2.12223;2.44622;2.20321;2.40422;2.69524;2.21123;1.69622;0.248217;0.430227;2.51722;0.390229;0.244224
;;;;;;;;;0.533219;1.06422;1.34723;0.728218;1.02922;0.327211;0.567205;0.78521;0.639232;1.50523;1.43322;1.94522;1.93021;0.402229;0.440223;1.06623;1.30723;1.43822;0.553231;2.19321;2.52323;2.24823;2.45623;2.74124;2.25523;1.74321;0.288232;0.472221;2.56921;0.471221;0.288231
;;;;;;;;;0.580223;1.10422;0.151216;0.778232;1.15123;0.41221;0.616219;0.829222;0.685216;1.55222;1.47424;1.99822;1.98721;0.444217;0.484205;1.10723;1.43123;1.52523;0.593205;2.24521;2.62823;2.29023;2.52123;2.81022;2.2962;1.78521;0.330219;0.514235;2.61421;0.511224;0.330234
;;;;;;;;;0.641219;1.15423;0.242224;0.825207;1.19522;0.547234;0.659231;0.870227;0.725205;1.59322;1.52823;2.04522;0.267234;0.485216;0.526223;1.15622;1.47221;1.61022;0.633222;2.35523;2.67322;2.33121;2.61422;2.88822;2.35223;1.82522;0.370214;0.555216;2.66122;0.594231;0.371223
;;;;;;;;;0.707213;1.22822;0.288236;0.981232;1.23621;0.589227;0.700222;0.918211;0.769233;1.80222;1.56822;2.11123;0.308229;0.530226;0.566234;1.20323;1.55423;1.65121;0.673219;2.40923;2.77121;2.37321;2.70923;2.94122;2.3922;1.91423;0.410211;0.595221;2.71822;0.635204;0.411229
;;;;;;;;;0.760233;1.31522;0.328227;1.06623;1.27821;0.637239;0.749227;0.963228;0.811223;1.87423;1.61324;0.334215;0.354225;0.571219;0.606231;1.24823;1.59821;1.69222;0.715227;2.55724;3.00622;2.42122;0.340213;0.186227;2.43321;1.95723;0.492228;0.636234;2.81324;0.677234;0.452207
;;;;;;;;;0.817234;0.189219;0.370226;1.17421;1.36322;0.683229;0.811225;1.03023;0.851221;1.99523;1.65721;0.381211;0.402229;0.616223;0.652224;1.28822;1.64223;1.73322;0.756219;0.209236;0.111222;2.50121;0.382227;0.238207;2.48122;2.05623;0.57623;0.676226;2.92923;0.717226;0.494236
;;;;;;;;;0.939226;0.233229;0.420216;1.2222;1.40622;0.729226;0.852227;1.08923;0.892229;0.11522;1.70823;0.422233;0.445209;0.662211;0.693211;1.33122;1.70722;1.81722;0.796221;0.251232;0.153209;2.58622;0.427217;0.278229;2.54321;2.09922;0.616216;0.717218;3.04721;0.761231;0.539238
;;;;;;;;;1.05122;0.287231;0.472235;1.40122;1.45622;0.772211;0.905217;1.13422;0.932207;0.15523;1.76023;0.476211;0.488223;0.704219;0.734226;1.37421;1.77222;1.87022;0.836212;0.295231;0.193229;2.63421;0.472233;0.361229;2.61922;2.14323;0.658205;0.797226;0.148217;0.80421;0.580226
;;;;;;;;;1.1272;0.340229;0.524224;1.45522;1.50522;0.852229;0.945237;1.18622;0.973219;0.207232;1.81023;0.523222;0.576225;0.794222;0.778212;1.41822;1.82722;1.98423;0.923229;0.33621;0.235223;2.71823;0.553229;0.487229;2.67122;2.18523;0.700214;0.885223;0.19321;0.849232;0.661239
;;;;;;;;;1.26922;0.407219;0.567222;1.61822;0.233217;0.907238;1.01222;1.25022;1.02423;0.253207;1.87721;0.570227;0.616225;0.834221;0.824216;1.46021;1.87023;2.06922;0.967222;0.378231;0.277223;2.77022;0.593225;0.567218;2.74023;2.23122;0.740214;0.929224;0.233224;0.890231;0.787224
;;;;;;;;;0.336233;0.447216;0.612223;0.161227;0.276222;0.947231;1.06321;1.31821;1.07222;0.296219;1.93022;0.610229;0.658229;0.886234;0.866224;1.50924;1.91722;2.11523;1.01321;0.419216;0.317221;2.83323;0.633229;0.607227;2.84323;2.27623;0.784236;1.01223;0.273231;0.933218;0.873217
;;;;;;;;;0.399221;0.494209;0.667205;0.204225;0.340227;1.00521;1.15023;1.35821;1.11623;0.466234;1.98423;0.697229;0.699227;0.929221;0.906212;1.58721;1.96121;2.2792;1.05422;0.499227;0.399219;2.93223;0.673224;0.652211;2.90923;2.36622;0.824227;1.05322;0.314222;1.02022;0.914217
;;;;;;;;;0.443226;0.534233;0.719222;0.295231;0.380223;1.04623;1.20122;1.41623;1.16624;0.507231;2.18722;0.739231;0.795209;0.970234;0.949227;1.67223;2.05123;2.35021;1.14123;0.543222;0.483217;3.03322;0.714233;0.741221;3.01122;2.41722;0.865229;1.0942;0.359223;1.06121;0.999223
;;;;;;;;;0.483218;0.576233;0.762217;0.340212;0.465233;1.12721;1.24423;1.47621;1.20823;0.548222;0.330231;0.825231;0.840215;1.0112;0.989223;1.72523;2.20023;0.103205;1.19123;0.584232;0.536229;3.17823;0.796229;0.781231;3.07122;2.48723;0.905231;1.13422;0.399222;1.10123;1.04022
;;;;;;;;;0.523217;0.632223;0.80922;0.380232;0.511227;1.21023;1.29622;1.54824;1.26223;0.591228;0.371205;0.865239;0.880238;1.05722;1.04323;1.78021;2.28422;0.14321;1.23123;0.624211;0.576232;0.218216;0.840221;0.821237;0.285229;2.58123;0.946219;1.17424;0.445214;1.14321;1.12523
;;;;;;;;;0.564227;0.67921;0.903234;0.422233;0.553214;1.26522;1.38622;1.60723;1.31323;0.634209;0.417216;0.952207;0.927229;1.10723;1.08724;1.82822;2.33222;0.184231;1.28523;0.665227;0.618232;0.260229;0.880221;0.862233;0.325221;2.62223;0.996227;1.21823;0.487231;1.22521;1.1652
;;;;;;;;;0.609219;0.732205;0.985227;0.473221;0.639211;1.42222;1.44822;1.75223;1.38423;0.680229;0.458232;0.992231;0.98021;1.14922;1.12821;1.88222;0.171214;0.229219;1.32523;0.705231;0.665205;0.30121;0.923221;0.902223;0.368239;2.67421;1.03622;1.25923;0.527224;1.31222;1.25023
;;;;;;;;;0.665221;0.774207;1.05722;0.520219;0.696229;1.54422;1.66423;0.22521;1.42622;0.721219;0.50321;1.03324;1.02023;1.20422;1.17122;1.92923;0.222209;0.269229;1.38623;0.745222;0.709218;0.345229;0.964219;0.946231;0.408227;2.73623;1.11623;1.30123;0.570219;1.39621;1.29022
