time,net.AccessPoint.application.delay:vector
10.868562992842,0.0882342
10.908559607664,0.128231
10.948556033466,0.168227
10.988564518968,0.208236
11.031551027146,0.251222
30.865564518968,0.0852358
30.910559607664,0.130231
30.993551027146,0.213222
50.870551027146,0.0902223
50.913559607664,0.133231
50.955564518968,0.175236
51.000556033466,0.220227
51.051562992842,0.271234
70.913559607664,0.133231
70.959551027146,0.179222
71.004564518968,0.224236
90.868556033466,0.0882273
90.909562992842,0.129234
90.950564518968,0.170236
90.993551027146,0.213222
91.040559607664,0.260231
110.867556033466,0.0872273
110.909551027146,0.129222
110.951559607664,0.171231
110.991562992842,0.211234
111.031564518968,0.251236
130.867564518968,0.0872358
130.910556033466,0.130227
130.950551027146,0.170222
130.992559607664,0.212231
131.042562992842,0.262234
150.869564518968,0.0892358
150.911556033466,0.131227
150.953559607664,0.173231
151.002551027146,0.222222
151.062562992842,0.282234
170.909551027146,0.129222
170.951564518968,0.171236
170.992559607664,0.212231
190.864551027146,0.0842223
190.913562992842,0.133234
190.954564518968,0.174236
191.003556033466,0.223227
191.047559607664,0.267231
210.873559607664,0.0932308
210.916556033466,0.136227
210.956562992842,0.176234
211.000564518968,0.220236
211.040551027146,0.260222
230.913556033466,0.133227
230.960551027146,0.180222
231.015562992842,0.235234
250.916556033466,0.136227
250.962559607664,0.182231
251.019562992842,0.239234
270.867559607664,0.0872308
270.907562992842,0.127234
270.947551027146,0.167222
270.993556033466,0.213227
271.045564518968,0.265236
290.865551027146,0.0852223
290.911562992842,0.131234
290.953564518968,0.173236
291.001559607664,0.221231
291.066556033466,0.286227
310.869556033466,0.0892273
310.910551027146,0.130222
310.950562992842,0.170234
310.992559607664,0.212231
311.041564518968,0.261236
330.867559607664,0.0872308
330.912551027146,0.132222
330.954562992842,0.174234
330.994564518968,0.214236
331.043556033466,0.263227
350.864564518968,0.0842358
350.905562992842,0.125234
350.946556033466,0.166227
350.990559607664,0.210231
351.035551027146,0.255222
370.869564518968,0.0892358
370.910556033466,0.130227
370.956551027146,0.176222
371.017559607664,0.237231
371.058562992842,0.278234
390.908551027146,0.128222
410.915559607664,0.135231
410.956551027146,0.176222
411.009562992842,0.229234
430.869562992842,0.0892342
430.961556033466,0.181227
431.009559607664,0.229231
450.870556033466,0.0902273
450.911559607664,0.131231
450.954562992842,0.174234
450.999564518968,0.219236
451.040551027146,0.260222
470.870556033466,0.0902273
470.915564518968,0.135236
470.956562992842,0.176234
470.997559607664,0.217231
471.039551027146,0.259222
490.865559607664,0.0852308
490.905551027146,0.125222
490.946556033466,0.166227
490.986562992842,0.206234
491.040564518968,0.260236
510.865564518968,0.0852358
510.911551027146,0.131222
510.951556033466,0.171227
510.992562992842,0.212234
511.040559607664,0.260231
530.908556033466,0.128227
550.926551027146,0.146222
550.968556033466,0.188227
551.014559607664,0.234231
570.865562992842,0.0852342
570.906551027146,0.126222
570.946564518968,0.166236
570.988556033466,0.208227
571.032559607664,0.252231
590.865556033466,0.0852273
590.951562992842,0.171234
590.997551027146,0.217222
610.869551027146,0.0892223
610.909564518968,0.129236
610.951562992842,0.171234
611.004556033466,0.224227
611.046559607664,0.266231
630.912551027146,0.132222
630.955564518968,0.175236
631.004562992842,0.224234
650.867551027146,0.0872223
650.911564518968,0.131236
651.022559607664,0.242231
670.916559607664,0.136231
670.957564518968,0.177236
671.018562992842,0.238234
690.908551027146,0.128222
690.966556033466,0.186227
691.011564518968,0.231236
710.911551027146,0.131222
710.953562992842,0.173234
711.004564518968,0.224236
730.866564518968,0.0862358
730.913562992842,0.133234
730.963556033466,0.183227
731.004551027146,0.224222
731.044559607664,0.264231
750.871551027146,0.0912223
750.911564518968,0.131236
750.999562992842,0.219234
770.867562992842,0.0872342
770.907564518968,0.127236
770.953556033466,0.173227
771.008551027146,0.228222
771.052559607664,0.272231
790.863559607664,0.0832308
790.903562992842,0.123234
790.944551027146,0.164222
790.990564518968,0.210236
791.039556033466,0.259227
810.867559607664,0.0872308
810.910556033466,0.130227
810.951564518968,0.171236
810.997551027146,0.217222
811.060562992842,0.280234
830.912559607664,0.132231
850.868551027146,0.0882223
850.910559607664,0.130231
850.961564518968,0.181236
851.005556033466,0.225227
851.069562992842,0.289234
870.918564518968,0.138236
870.960562992842,0.180234
890.870562992842,0.0902342
890.912559607664,0.132231
890.956564518968,0.176236
890.996551027146,0.216222
891.050556033466,0.270227
910.870559607664,0.0902308
910.911562992842,0.131234
911.006556033466,0.226227
930.870551027146,0.0902223
930.910564518968,0.130236
930.955562992842,0.175234
950.982556033466,0.202227
970.868556033466,0.0882273
970.913551027146,0.133222
970.963562992842,0.183234
971.019564518968,0.239236
971.068559607664,0.288231
990.869556033466,0.0892273
990.909559607664,0.129231
990.950562992842,0.170234
990.998564518968,0.218236
991.054551027146,0.274222
1010.922562992842,0.142234
1010.966564518968,0.186236
1011.015559607664,0.235231
1030.909556033466,0.129227
1030.951562992842,0.171234
1031.005551027146,0.225222
1050.865559607664,0.0852308
1050.906564518968,0.126236
1050.948556033466,0.168227
1050.988551027146,0.208222
1051.036562992842,0.256234
1070.904559607664,0.124231
1070.945551027146,0.165222
1070.992564518968,0.212236
1090.865564518968,0.0852358
1090.908562992842,0.128234
1090.949559607664,0.169231
1090.994556033466,0.214227
1091.043551027146,0.263222
1110.911564518968,0.131236
1110.956562992842,0.176234
1111.003559607664,0.223231
1130.864551027146,0.0842223
1130.918559607664,0.138231
1130.960556033466,0.180227
1131.004562992842,0.224234
1131.050564518968,0.270236
1150.865556033466,0.0852273
1150.906551027146,0.126222
1150.951564518968,0.171236
1150.993559607664,0.213231
1151.034562992842,0.254234
1170.864551027146,0.0842223
1170.907559607664,0.127231
1170.949562992842,0.169234
1170.993556033466,0.213227
1171.052564518968,0.272236
1190.908562992842,0.128234
1190.949564518968,0.169236
1210.869556033466,0.0892273
1210.914562992842,0.134234
1210.954559607664,0.174231
1210.997564518968,0.217236
1211.042551027146,0.262222
1230.869556033466,0.0892273
1230.910562992842,0.130234
1230.950564518968,0.170236
1230.998551027146,0.218222
1231.039559607664,0.259231
1250.866556033466,0.0862273
1250.907564518968,0.127236
1251.007562992842,0.227234
1270.868562992842,0.0882342
1270.909559607664,0.129231
1270.953564518968,0.173236
1270.994551027146,0.214222
1271.040556033466,0.260227
1290.867559607664,0.0872308
1290.952556033466,0.172227
1291.009551027146,0.229222
1310.867562992842,0.0872342
1310.915556033466,0.135227
1310.956564518968,0.176236
1310.997551027146,0.217222
1311.037559607664,0.257231
1330.912559607664,0.132231
1330.957556033466,0.177227
1350.870556033466,0.0902273
1350.910559607664,0.130231
1350.952562992842,0.172234
1350.997564518968,0.217236
1351.039551027146,0.259222
1370.870562992842,0.0902342
1370.910551027146,0.130222
1370.950559607664,0.170231
1370.990556033466,0.210227
1371.036564518968,0.256236
1390.866556033466,0.0862273
1390.908562992842,0.128234
1390.949551027146,0.169222
1390.989559607664,0.209231
1391.040564518968,0.260236
1410.870562992842,0.0902342
1410.912551027146,0.132222
1410.952559607664,0.172231
1410.997564518968,0.217236
1411.049556033466,0.269227
1430.868564518968,0.0882358
1430.912562992842,0.132234
1430.955551027146,0.175222
1431.007559607664,0.227231
1431.061556033466,0.281227
1450.864551027146,0.0842223
1450.905559607664,0.125231
1450.945556033466,0.165227
1450.986564518968,0.206236
1451.026562992842,0.246234
1470.865556033466,0.0852273
1470.906562992842,0.126234
1470.952564518968,0.172236
1470.996551027146,0.216222
1471.040559607664,0.260231
1490.907556033466,0.127227
1490.956562992842,0.176234
1490.997559607664,0.217231
1510.912564518968,0.132236
1510.954551027146,0.174222
1510.999559607664,0.219231
1530.909551027146,0.129222
1530.974556033466,0.194227
1550.868559607664,0.0882308
1550.908564518968,0.128236
1550.949562992842,0.169234
1570.863556033466,0.0832273
1570.904559607664,0.124231
1570.950562992842,0.170234
1570.992551027146,0.212222
1571.038564518968,0.258236
1590.865564518968,0.0852358
1590.905559607664,0.125231
1610.863551027146,0.0832223
1610.909564518968,0.129236
1611.011556033466,0.231227
1630.908559607664,0.128231
1630.955564518968,0.175236
1630.999551027146,0.219222
1650.958556033466,0.178227
1670.865551027146,0.0852223
1670.905562992842,0.125234
1670.945556033466,0.165227
1690.865551027146,0.0852223
1690.907559607664,0.127231
1690.952564518968,0.172236
1690.992556033466,0.212227
1691.042562992842,0.262234
1710.871551027146,0.0912223
1710.911562992842,0.131234
1710.952564518968,0.172236
1710.993559607664,0.213231
1711.035556033466,0.255227
1730.871559607664,0.0912308
1730.911556033466,0.131227
1730.964564518968,0.184236
1731.004562992842,0.224234
1731.047551027146,0.267222
1750.905551027146,0.125222
1750.953556033466,0.173227
1751.012562992842,0.232234
1770.910562992842,0.130234
1770.955551027146,0.175222
1771.001556033466,0.221227
1790.924562992842,0.144234
1790.967564518968,0.187236
1810.866564518968,0.0862358
1810.906551027146,0.126222
1810.994556033466,0.214227
1830.871564518968,0.0912358
1830.911562992842,0.131234
1830.952556033466,0.172227
1830.999559607664,0.219231
1831.045551027146,0.265222
1850.869556033466,0.0892273
1850.913562992842,0.133234
1850.954551027146,0.174222
1850.998564518968,0.218236
1851.040559607664,0.260231
1870.870551027146,0.0902223
1870.957562992842,0.177234
1871.003559607664,0.223231
1890.869564518968,0.0892358
1890.922562992842,0.142234
1890.965551027146,0.185222
1891.007556033466,0.227227
1891.050559607664,0.270231
1910.866556033466,0.0862273
1910.906559607664,0.126231
1910.947551027146,0.167222
1910.987564518968,0.207236
1911.033562992842,0.253234
1930.863562992842,0.0832342
1930.908564518968,0.128236
1930.948551027146,0.168222
1930.994559607664,0.214231
1931.035556033466,0.255227
1950.870551027146,0.0902223
1950.911562992842,0.131234
1950.951556033466,0.171227
1950.992559607664,0.212231
1951.037564518968,0.257236
1970.870564518968,0.0902358
1970.911559607664,0.131231
1970.953562992842,0.173234
1970.996551027146,0.216222
1971.037556033466,0.257227
1990.865564518968,0.0852358
1990.906551027146,0.126222
1990.952562992842,0.172234
1990.992556033466,0.212227
1991.035559607664,0.255231
